file	boolean	add pax headers for non ascii names
file	ZipEncoding	ascii
method	boolean	debug f
var	Map	pax headers
var	boolean	pax header contains path
var	boolean	pax header contains link path
method	byte[]	w buf
method	int	w offset
method	int	num to write
var	int	a len
var	TarEntry	pex
var	StringWriter	w
var	int	actual length
var	Map.Entry	h
var	char	stripped
method	long	max value
method	String	additional msg
method	String	pax header name
method	byte	link type
var	ByteBuffer	encoded name
var	TarEntry	long link entry
method	TarEntry	from
method	TarEntry	to
var	Date	from mod time
var	long	from mod time seconds
file	ZipEncoding	default encoding
file	ZipEncoding	fallback encoding
var	byte	trailer
var	byte	current byte
var	boolean	negative
var	long	val
var	byte[]	remainder
var	BigInteger	val
var	ByteBuffer	b
var	long	max as octal char
var	int	bits
var	byte	fill
var	long	sum
var	byte	element
file	long	name crc32
file	byte[]	unicode name
var	CRC32	crc32
file	ZipShort	header id
file	boolean	dir flag
var	byte[]	link array
var	long	checksum
var	long	given checksum
var	byte[]	tmp
var	long	real checksum
var	int	new mode
var	AsiExtraField	cloned
file	Map	implementations
var	ZipExtraField	ze
var	UnrecognizedExtraField	u
method	boolean	local
method	UnparseableExtraField	on unparseable data
var	List	v
var	UnparseableExtraFieldData	field
var	ZipExtraField[]	result
method	ZipExtraField[]	data
var	boolean	last is unparseable holder
var	int	regular extra field count
var	int	sum
var	ZipExtraField	element
var	byte[]	local
file	int	throw key
file	int	skip key
file	int	read key
file	UnparseableExtraField	throw
file	UnparseableExtraField	skip
file	UnparseableExtraField	read
file	int	key
file	int	encryption flag
file	int	data descriptor flag
file	int	strong encryption flag
file	int	uft8 names flag
file	boolean	language encoding flag
file	boolean	data descriptor flag
file	boolean	encryption flag
file	boolean	strong encryption flag
var	int	general purpose flag
var	GeneralPurposeBit	b
var	GeneralPurposeBit	g
file	ZipShort	id
file	ZipShort	nan
file	byte[]	no bytes
file	JarMarker	default
file	Charset	charset
var	CharsetEncoder	enc
var	CharBuffer	cb
var	ByteBuffer	out
var	CoderResult	res
file	char	unicode
file	byte	code
method	Simple8BitChar	a
var	Simple8BitChar	other
file	char[]	high chars
file	List	reverse mapping
var	List	temp
var	Simple8BitChar	r
method	ByteBuffer	bb
var	int	i0
var	Simple8BitChar	m
var	char[]	ret
file	ZipShort	ucom id
file	ZipShort	upath id
file	int	perm mask
file	int	link flag
file	int	file flag
file	int	dir flag
file	int	default link perm
file	int	default dir perm
file	int	default file perm
file	byte[]	local file data
file	byte[]	central directory data
file	byte[]	local data
file	byte[]	central data
file	Feature	reason
file	Feature	encryption
file	Feature	method
file	Feature	data descriptor
file	String	lfh must have both sizes msg
file	ZipEightByteInteger	size
file	ZipEightByteInteger	compressed size
file	ZipEightByteInteger	relative header offset
file	ZipLong	disk start
file	byte[]	raw central directory data
method	boolean	has uncompressed size
method	boolean	has compressed size
method	boolean	has relative header offset
method	boolean	has disk start
var	int	expected length
method	ZipEightByteInteger	rho
method	ZipLong	ds
file	String	archive too big message
file	String	too many entries message
file	int	short
file	int	dword
file	int	initial version
file	int	data descriptor min version
file	int	zip64 min version
file	int	zip64 magic short
file	long	zip64 magic
file	int	byte 1
file	int	byte 1 mask
file	int	byte 1 shift
file	int	byte 2
file	int	byte 2 mask
file	int	byte 2 shift
file	int	byte 3
file	long	byte 3 mask
file	int	byte 3 shift
file	int	byte 4
file	long	byte 4 mask
file	int	byte 4 shift
file	int	byte 5
file	long	byte 5 mask
file	int	byte 5 shift
file	int	byte 6
file	long	byte 6 mask
file	int	byte 6 shift
file	int	byte 7
file	long	byte 7 mask
file	int	byte 7 shift
file	int	leftmost bit shift
file	byte	leftmost bit
file	BigInteger	value
file	ZipEightByteInteger	zero
file	Simple8BitZipEncoding	encoding
file	Map	simple encodings
var	Map	se
var	char[]	cp437 high chars
var	SimpleEncodingHolder	cp437
var	char[]	cp850 high chars
var	SimpleEncodingHolder	cp850
method	int	new capacity
var	ByteBuffer	on
file	byte[]	hex digits
file	String	utf8
file	String	utf dash 8
file	ZipEncoding	utf8 zip encoding
var	SimpleEncodingHolder	h
var	Charset	cs
file	int	platform unix
file	int	platform fat
file	int	crc unknown
file	int	short mask
file	int	short shift
file	int	internal attributes
file	int	platform
file	long	external attributes
file	ZipExtraField[]	extra fields
file	UnparseableExtraFieldData	unparseable extra
file	byte[]	raw name
file	GeneralPurposeBit	gpb
file	ZipExtraField[]	no extra fields
var	byte[]	extra
var	GeneralPurposeBit	other
method	ZipExtraField[]	fields
var	List	new fields
var	ZipExtraField	field
method	boolean	include unparseable
var	ZipExtraField[]	parseable extra fields
method	ZipExtraField[]	src
var	ZipExtraField[]	cpy
var	ZipExtraField[]	zip extra fields
var	ZipExtraField[]	all extra fields no copy
var	ZipExtraField[]	copy
method	ZipShort	type
var	List	new result
var	ZipExtraField	extra field
var	ZipExtraField[]	local
var	ZipExtraField[]	central
method	ZipExtraField[]	f
var	ZipExtraField	existing
var	ZipEntry	other
var	String	my comment
var	String	other comment
file	int	hash size
file	int	niblet mask
file	int	byte shift
file	int	pos 0
file	Map	name map
file	long	header offset
file	long	data offset
file	ZipEncoding	zip encoding
file	String	archive name
file	RandomAccessFile	archive
file	boolean	use unicode extra fields
file	byte[]	dword buf
file	byte[]	word buf
file	byte[]	cfh buf
file	byte[]	short buf
var	Map	entries without utf8 flag
method	ZipFile	zipfile
var	ZipEntry[]	all entries
var	LinkedList	entries of that name
var	List	entries of that name
var	ZipEntry[]	entries of that name
var	OffsetEntry	offset entry
var	BoundedInputStream	bis
var	Inflater	inflater
file	int	cfh len
file	long	cfh sig
var	HashMap	no utf8 flag
var	long	sig
method	Map	no utf8 flag
var	OffsetEntry	offset
var	Entry	ze
var	int	version made by
var	GeneralPurposeBit	gp flag
var	boolean	has utf8 flag
var	ZipEncoding	entry encoding
var	int	file name len
var	int	extra len
var	int	comment len
var	int	disk start
var	byte[]	file name
var	byte[]	cd extra data
var	byte[]	comment
var	Zip64ExtendedInformationExtraField	z64
file	int	min eocd size
file	int	max eocd size
file	int	cfd locator offset
file	int	zip64 eocdl length
file	int	zip64 eocdl locator offset
file	int	zip64 eocd cfd locator offset
var	boolean	searched for zip64 eocd
method	long	min distance from end
method	long	max distance from end
var	long	off
var	long	stop searching
var	int	total skipped
var	int	skipped now
file	long	lfh offset for filename length
var	long	offset
var	int	extra field len
var	int	len to skip
var	byte[]	local extra data
var	NameAndComment	nc
file	long	remaining
file	long	loc
file	boolean	add dummy byte
file	Comparator	offset comparator
method	ZipEntry	e1
method	ZipEntry	e2
var	Entry	ent1
var	Entry	ent2
var	Entry	other entry
file	ZipLong	cfh sig
file	ZipLong	lfh sig
file	ZipLong	dd sig
file	ZipLong	zip64 magic
file	int	lfh sig offset
file	int	lfh version needed offset
file	int	lfh gpb offset
file	int	lfh method offset
file	int	lfh time offset
file	int	lfh crc offset
file	int	lfh compressed size offset
file	int	lfh original size offset
file	int	lfh filename length offset
file	int	lfh extra length offset
file	int	lfh filename offset
file	int	cfh sig offset
file	int	cfh version made by offset
file	int	cfh version needed offset
file	int	cfh gpb offset
file	int	cfh method offset
file	int	cfh time offset
file	int	cfh crc offset
file	int	cfh compressed size offset
file	int	cfh original size offset
file	int	cfh filename length offset
file	int	cfh extra length offset
file	int	cfh comment length offset
file	int	cfh disk number offset
file	int	cfh internal attributes offset
file	int	cfh external attributes offset
file	int	cfh lfh offset
file	int	cfh filename offset
file	int	deflater block size
file	int	deflated
file	int	default compression
file	int	stored
file	int	efs flag
file	CurrentEntry	entry
file	boolean	has compression level changed
file	long	written
file	long	cd offset
file	long	cd length
file	byte[]	zero
file	byte[]	lzero
file	byte[]	one
file	Map	offsets
file	Deflater	def
file	boolean	use utf8 flag
file	boolean	fallback to utf8
file	UnicodeExtraFieldPolicy	create unicode extra fields
file	boolean	has used zip64
file	Zip64Mode	zip64 mode
file	Calendar	calendar instance
var	RandomAccessFile	 raf
method	UnicodeExtraFieldPolicy	b
method	Zip64Mode	mode
var	int	num per write
var	ByteArrayOutputStream	byte array output stream
var	Zip64Mode	effective mode
var	long	bytes written
var	long	real crc
var	boolean	actually needs zip64
method	long	crc
method	ZipEntry	entry1
method	Zip64Mode	requested mode
method	ZipEntry	zip archive entry
var	long	save
method	ZipEntry	archive entry
method	ZipEntry	ae
var	int	fullblocks
var	int	done
file	byte[]	lfh sig
file	byte[]	dd sig
file	byte[]	cfh sig
file	byte[]	eocd sig
file	byte[]	zip64 eocd sig
file	byte[]	zip64 eocd loc sig
var	boolean	encodable
var	ByteBuffer	name
var	byte[]	local header
var	long	local header start
var	int	name len
var	int	zip method
var	GeneralPurposeBit	general purpose bit
var	String	comm
var	boolean	comment encodable
var	ByteBuffer	comment b
var	byte[]	central file header
var	long	lfh offset
var	boolean	needs zip64 extra
var	int	extra start
var	int	comment start
var	int	number of entries
var	byte[]	num
var	ByteBuffer	data
var	int	data len
method	long	t
method	boolean	utf fallback
method	boolean	zip64
file	UnicodeExtraFieldPolicy	always
file	UnicodeExtraFieldPolicy	never
file	UnicodeExtraFieldPolicy	not encodeable
file	long	local data start
file	long	data start
file	long	bytes read
file	boolean	caused use of zip64
file	boolean	has written
file	byte[]	dos time min
method	Calendar	c
var	int	year
var	int	month
method	ZipLong	zip dos time
var	long	dos time
method	byte[]	original name bytes
method	byte[]	comment bytes
var	UnicodePathExtraField	name
var	String	original name
var	UnicodeCommentExtraField	cmt
var	String	new comment
method	AbstractUnicodeExtraField	f
method	byte[]	orig
var	long	orig crc32
method	byte[]	from
var	byte[]	to
file	OptionGroup	group
file	Option	option
file	Collection	matching options
method	Options	options
method	boolean	stop at non option
file	List	options
method	Option	opt
method	String	opt
method	char	opt
var	List	values
var	Option	processed option
var	String	answer
var	String[]	answer
var	Collection	processed
var	Option[]	options array
file	CommandLine	command line
file	CommandLine	cmd
file	Option	current option
file	boolean	skip parsing
file	List	expected opts
file	boolean	allow partial matching
var	String	opt name
var	List	matching opts
var	String	ch
var	List	tokens
var	boolean	eat the rest
file	int	default width
file	int	default left pad
file	int	default desc pad
file	String	default syntax prefix
file	String	default opt prefix
file	String	default long opt prefix
file	String	default long opt separator
file	String	default arg name
file	String	default new line
file	Comparator	option comparator
file	String	long opt separator
method	int	padding
method	String	cmd line syntax
method	boolean	auto usage
method	int	left pad
method	int	desc pad
method	String	app
var	Collection	processed groups
var	List	opt list
method	boolean	required
method	int	next line tab stop
var	String	lpad
var	String	dpad
var	List	prefix list
var	StringBuffer	opt buf
var	String	arg name
var	StringBuilder	opt buf
var	String	padding
var	char[]	padding
method	Option	opt1
method	Option	opt2
file	List	missing options
file	int	uninitialized
file	int	unlimited values
file	String	long opt
file	boolean	optional arg
file	int	number of args
file	char	valuesep
method	Object	type
method	boolean	is optional
method	boolean	has arg
file	String	longopt
file	OptionBuilder	instance
method	String	new longopt
method	boolean	new required
method	int	num args
method	Object	new type
method	Class	new type
method	String	new description
file	Map	option map
file	String	selected
var	StringBuilder	buff
file	Map	short opts
file	Map	long opts
file	List	required opts
file	Map	option groups
file	List	required options
method	Options	opts
var	List	token list
var	ListIterator	iterator
method	ListIterator	iter
var	boolean	has option
file	Class	string value
file	Class	object value
file	Class	number value
file	Class	date value
file	Class	class value
file	Class	existing file value
file	Class	file value
file	Class	files value
file	Class	url value
file	Locale	comparison locale
file	String	big endian
file	String	little endian
var	String	value up
var	String	big endian up
var	String	little endian up
file	ByteOrderMark	utf 8
file	ByteOrderMark	utf 16 be
file	ByteOrderMark	utf 16 le
file	ByteOrderMark	utf 32 be
file	ByteOrderMark	utf 32 le
file	char	utf bom
file	String	charset name
file	int[]	bytes
var	byte[]	copy
var	ByteOrderMark	bom
var	StringBuilder	builder
var	TreeMap	m
file	Charset	iso 8859 1
file	Charset	us ascii
file	Charset	utf 16
file	Charset	utf 16 be
file	Charset	utf 16 le
file	Charset	utf 8
method	File	files
file	Comparator[]	no comparators
file	Comparator[]	delegates
var	Comparator	delegate
file	Comparator	default reverse
file	Comparator	directory comparator
file	Comparator	directory reverse
file	Comparator	extension comparator
file	Comparator	extension reverse
file	Comparator	extension insensitive comparator
file	Comparator	extension insensitive reverse
file	Comparator	extension system comparator
file	Comparator	extension system reverse
