Domain	Type	Name
method	Map<String, String>	headers
var	String	key
var	String	val
var	Entry<String, String>	ent
var	TarArchiveSparseEntry	entry
var	byte[]	headerBuf
var	int	num
method	byte[]	buf
method	int	offset
method	int	numToRead
var	int	totalRead
var	int	sz
var	int	newLen
var	byte[]	newBuf
var	byte[]	rec
var	int	sz
var	int	recLen
method	OutputStream	out
var	byte[]	buf
var	int	numRead
method	TarEntry	te
file	int	LONGFILE_ERROR
file	int	LONGFILE_TRUNCATE
file	int	LONGFILE_GNU
file	int	LONGFILE_POSIX
file	int	BIGNUMBER_ERROR
file	int	BIGNUMBER_STAR
file	int	BIGNUMBER_POSIX
file	boolean	debug
file	long	currSize
file	String	currName
file	long	currBytes
file	byte[]	oneBuf
file	byte[]	recordBuf
file	int	assemLen
file	byte[]	assemBuf
file	TarBuffer	buffer
file	int	longFileMode
file	int	bigNumberMode
file	boolean	closed
file	boolean	haveUnclosedEntry
file	boolean	finished
file	ZipEncoding	encoding
file	boolean	addPaxHeadersForNonAsciiNames
file	ZipEncoding	ASCII
method	int	longFileMode
method	int	bigNumberMode
method	boolean	b
method	boolean	debugF
method	boolean	debug
method	TarEntry	entry
var	Map<String, String>	paxHeaders
var	String	entryName
var	boolean	paxHeaderContainsPath
var	String	linkName
var	boolean	paxHeaderContainsLinkPath
var	int	i
method	int	b
method	byte[]	wBuf
method	byte[]	wBuf
method	int	wOffset
method	int	numToWrite
var	int	aLen
var	int	num
method	TarEntry	entry
method	String	entryName
method	Map<String, String>	headers
var	String	name
var	TarEntry	pex
var	StringWriter	w
var	String	key
var	String	value
var	int	len
var	String	line
var	int	actualLength
var	Map.Entry<String, String>	h
var	byte[]	data
method	String	name
var	int	length
var	StringBuilder	result
var	char	stripped
var	int	i
var	int	i
method	Map<String, String>	paxHeaders
method	TarEntry	entry
method	Map<String, String>	paxHeaders
method	String	header
method	long	value
method	long	maxValue
method	TarEntry	entry
method	String	field
method	long	value
method	long	maxValue
method	String	field
method	long	value
method	long	maxValue
method	String	field
method	long	value
method	long	maxValue
method	String	additionalMsg
method	TarEntry	entry
method	String	name
method	Map<String, String>	paxHeaders
method	String	paxHeaderName
method	byte	linkType
method	String	fieldName
var	ByteBuffer	encodedName
var	int	len
var	TarEntry	longLinkEntry
method	TarEntry	from
method	TarEntry	to
var	Date	fromModTime
var	long	fromModTimeSeconds
file	int	BYTE_MASK
file	ZipEncoding	DEFAULT_ENCODING
file	ZipEncoding	FALLBACK_ENCODING
method	String	name
method	String	name
var	int	length
var	byte[]	buf
var	int	i
method	byte[]	buffer
var	int	length
var	StringBuilder	result
var	byte	b
var	int	i
method	byte[]	buffer
method	int	offset
method	int	length
var	long	result
var	int	end
var	int	start
var	byte	trailer
var	byte	currentByte
method	byte[]	buffer
method	int	offset
method	int	length
var	boolean	negative
method	byte[]	buffer
method	int	offset
method	int	length
method	boolean	negative
var	long	val
var	int	i
method	byte[]	buffer
method	int	offset
method	int	length
method	boolean	negative
var	byte[]	remainder
var	BigInteger	val
method	byte[]	buffer
method	int	offset
method	byte[]	buffer
method	int	offset
method	int	length
method	int	current
method	byte	currentByte
var	String	string
var	String	s
method	byte[]	buffer
method	int	offset
method	int	length
method	byte[]	buffer
method	int	offset
method	int	length
method	ZipEncoding	encoding
var	int	len
var	byte[]	b
method	String	name
method	byte[]	buf
method	int	offset
method	int	length
method	String	name
method	byte[]	buf
method	int	offset
method	int	length
method	ZipEncoding	encoding
var	int	len
var	ByteBuffer	b
var	int	limit
var	int	i
method	long	value
method	byte[]	buffer
method	int	offset
method	int	length
var	int	remaining
var	long	val
method	long	value
method	byte[]	buf
method	int	offset
method	int	length
var	int	idx
method	long	value
method	byte[]	buf
method	int	offset
method	int	length
var	int	idx
method	long	value
method	byte[]	buf
method	int	offset
method	int	length
var	long	maxAsOctalChar
var	boolean	negative
method	long	value
method	byte[]	buf
method	int	offset
method	int	length
method	boolean	negative
var	int	bits
var	long	max
var	long	val
var	int	i
method	long	value
method	byte[]	buf
method	int	offset
method	int	length
method	boolean	negative
var	BigInteger	val
var	byte[]	b
var	int	len
var	int	off
var	byte	fill
var	int	i
method	long	value
method	byte[]	buf
method	int	offset
method	int	length
var	int	idx
method	byte[]	buf
var	long	sum
var	byte	element
file	long	nameCRC32
file	byte[]	unicodeName
file	byte[]	data
var	CRC32	crc32
method	long	nameCRC32
var	byte[]	b
method	byte[]	unicodeName
var	byte[]	b
method	byte[]	buffer
method	int	offset
method	int	length
var	int	version
file	ZipShort	HEADER_ID
file	int	WORD
file	int	mode
file	int	uid
file	int	gid
file	String	link
file	boolean	dirFlag
file	CRC32	crc
var	byte[]	data
var	byte[]	linkArray
var	long	checksum
var	byte[]	result
method	int	uid
method	int	gid
method	String	name
method	int	mode
method	boolean	dirFlag
method	byte[]	data
method	int	offset
method	int	length
var	long	givenChecksum
var	byte[]	tmp
var	long	realChecksum
var	int	newMode
var	byte[]	linkArray
method	int	mode
var	int	type
var	AsiExtraField	cloned
method	byte[]	data
method	int	offset
method	int	length
file	int	WORD
file	Map<ZipShort, Class<?>>	implementations
method	Class<?>	c
var	ZipExtraField	ze
method	ZipShort	headerId
var	Class<?>	c
var	UnrecognizedExtraField	u
method	byte[]	data
method	byte[]	data
method	boolean	local
method	byte[]	data
method	boolean	local
method	UnparseableExtraField	onUnparseableData
var	List<ZipExtraField>	v
var	int	start
var	ZipShort	headerId
var	int	length
var	UnparseableExtraFieldData	field
var	ZipExtraField	ze
var	ZipExtraField[]	result
method	ZipExtraField[]	data
var	boolean	lastIsUnparseableHolder
var	int	regularExtraFieldCount
var	int	sum
var	ZipExtraField	element
var	byte[]	result
var	int	start
var	byte[]	local
var	int	i
var	byte[]	local
method	ZipExtraField[]	data
var	boolean	lastIsUnparseableHolder
var	int	regularExtraFieldCount
var	int	sum
var	ZipExtraField	element
var	byte[]	result
var	int	start
var	byte[]	local
var	int	i
var	byte[]	local
file	int	THROW_KEY
file	int	SKIP_KEY
file	int	READ_KEY
file	UnparseableExtraField	THROW
file	UnparseableExtraField	SKIP
file	UnparseableExtraField	READ
file	int	key
file	String	charset
method	String	name
method	String	name
method	byte[]	data
file	int	ENCRYPTION_FLAG
file	int	DATA_DESCRIPTOR_FLAG
file	int	STRONG_ENCRYPTION_FLAG
file	int	UFT8_NAMES_FLAG
file	boolean	languageEncodingFlag
file	boolean	dataDescriptorFlag
file	boolean	encryptionFlag
file	boolean	strongEncryptionFlag
method	boolean	b
method	boolean	b
method	boolean	b
method	boolean	b
var	byte[]	result
method	byte[]	buf
method	int	offset
method	byte[]	data
method	int	offset
var	int	generalPurposeFlag
var	GeneralPurposeBit	b
method	Object	o
var	GeneralPurposeBit	g
file	ZipShort	ID
file	ZipShort	NULL
file	byte[]	NO_BYTES
file	JarMarker	DEFAULT
method	byte[]	data
method	int	offset
method	int	length
file	Charset	charset
method	String	name
var	CharsetEncoder	enc
method	String	name
var	CharsetEncoder	enc
var	CharBuffer	cb
var	ByteBuffer	out
var	CoderResult	res
var	int	i
method	byte[]	data
file	char	unicode
file	byte	code
method	Simple8BitChar	a
method	Object	o
var	Simple8BitChar	other
file	char[]	highChars
file	List<Simple8BitChar>	reverseMapping
var	List<Simple8BitChar>	temp
var	byte	code
var	int	i
method	byte	b
method	char	c
var	Simple8BitChar	r
method	ByteBuffer	bb
method	char	c
var	Simple8BitChar	r
method	char	c
var	int	i0
var	int	i1
var	int	i
var	Simple8BitChar	m
var	Simple8BitChar	r
method	String	name
var	char	c
var	int	i
method	String	name
var	ByteBuffer	out
var	char	c
var	int	i
method	byte[]	data
var	char[]	ret
var	int	i
file	ZipShort	UCOM_ID
file	ZipShort	UPATH_ID
file	int	PERM_MASK
file	int	LINK_FLAG
file	int	FILE_FLAG
file	int	DIR_FLAG
file	int	DEFAULT_LINK_PERM
file	int	DEFAULT_DIR_PERM
file	int	DEFAULT_FILE_PERM
file	ZipShort	HEADER_ID
file	byte[]	localFileData
file	byte[]	centralDirectoryData
method	byte[]	buffer
method	int	offset
method	int	length
method	byte[]	buffer
method	int	offset
method	int	length
file	ZipShort	headerId
method	ZipShort	headerId
file	byte[]	localData
method	byte[]	data
file	byte[]	centralData
method	byte[]	data
method	byte[]	data
method	int	offset
method	int	length
var	byte[]	tmp
method	byte[]	data
method	int	offset
method	int	length
var	byte[]	tmp
file	Feature	reason
file	ZipEntry	entry
file	long	serialVersionUID
file	Feature	ENCRYPTION
file	Feature	METHOD
file	Feature	DATA_DESCRIPTOR
file	String	name
file	ZipShort	HEADER_ID
file	String	LFH_MUST_HAVE_BOTH_SIZES_MSG
file	byte[]	EMPTY
file	ZipEightByteInteger	size
file	ZipEightByteInteger	compressedSize
file	ZipEightByteInteger	relativeHeaderOffset
file	ZipLong	diskStart
file	byte[]	rawCentralDirectoryData
var	byte[]	data
var	byte[]	data
var	int	off
method	byte[]	buffer
method	int	offset
method	int	length
var	int	remaining
method	byte[]	buffer
method	int	offset
method	int	length
method	boolean	hasUncompressedSize
method	boolean	hasCompressedSize
method	boolean	hasRelativeHeaderOffset
method	boolean	hasDiskStart
var	int	expectedLength
var	int	offset
method	ZipEightByteInteger	size
method	ZipEightByteInteger	compressedSize
method	ZipEightByteInteger	rho
method	ZipLong	ds
method	byte[]	data
var	int	off
file	long	serialVersionUID
method	ZipEntry	ze
file	String	ARCHIVE_TOO_BIG_MESSAGE
file	String	TOO_MANY_ENTRIES_MESSAGE
file	int	BYTE_MASK
file	int	SHORT
file	int	WORD
file	int	DWORD
file	int	INITIAL_VERSION
file	int	DATA_DESCRIPTOR_MIN_VERSION
file	int	ZIP64_MIN_VERSION
file	int	ZIP64_MAGIC_SHORT
file	long	ZIP64_MAGIC
file	int	BYTE_1
file	int	BYTE_1_MASK
file	int	BYTE_1_SHIFT
file	int	BYTE_2
file	int	BYTE_2_MASK
file	int	BYTE_2_SHIFT
file	int	BYTE_3
file	long	BYTE_3_MASK
file	int	BYTE_3_SHIFT
file	int	BYTE_4
file	long	BYTE_4_MASK
file	int	BYTE_4_SHIFT
file	int	BYTE_5
file	long	BYTE_5_MASK
file	int	BYTE_5_SHIFT
file	int	BYTE_6
file	long	BYTE_6_MASK
file	int	BYTE_6_SHIFT
file	int	BYTE_7
file	long	BYTE_7_MASK
file	int	BYTE_7_SHIFT
file	int	LEFTMOST_BIT_SHIFT
file	byte	LEFTMOST_BIT
file	BigInteger	value
file	ZipEightByteInteger	ZERO
method	long	value
method	BigInteger	value
var	byte[]	result
var	long	val
method	byte[]	bytes
method	int	offset
method	byte[]	bytes
method	int	offset
var	long	value
var	BigInteger	val
method	byte[]	bytes
method	byte[]	bytes
method	Object	o
method	String	name
method	String	name
method	byte[]	data
file	char[]	highChars
file	Simple8BitZipEncoding	encoding
file	Map<String, SimpleEncodingHolder>	simpleEncodings
var	Map<String, SimpleEncodingHolder>	se
var	char[]	cp437_high_chars
var	SimpleEncodingHolder	cp437
var	char[]	cp850_high_chars
var	SimpleEncodingHolder	cp850
method	ByteBuffer	b
method	int	newCapacity
var	int	c2
var	ByteBuffer	on
file	byte[]	HEX_DIGITS
method	ByteBuffer	bb
method	char	c
file	String	UTF8
file	String	UTF_DASH_8
file	ZipEncoding	UTF8_ZIP_ENCODING
method	String	name
var	SimpleEncodingHolder	h
var	Charset	cs
method	String	encoding
file	int	PLATFORM_UNIX
file	int	PLATFORM_FAT
file	int	CRC_UNKNOWN
file	int	SHORT_MASK
file	int	SHORT_SHIFT
file	byte[]	EMPTY
file	int	method
file	long	size
file	int	internalAttributes
file	int	platform
file	long	externalAttributes
file	ZipExtraField[]	extraFields
file	UnparseableExtraFieldData	unparseableExtra
file	String	name
file	byte[]	rawName
file	GeneralPurposeBit	gpb
file	ZipExtraField[]	noExtraFields
var	byte[]	extra
var	GeneralPurposeBit	other
var	ZipEntry	e
method	int	method
method	int	value
method	long	value
method	int	mode
method	int	platform
method	ZipExtraField[]	fields
var	List<ZipExtraField>	newFields
var	ZipExtraField	field
method	boolean	includeUnparseable
var	ZipExtraField[]	parseableExtraFields
method	ZipExtraField[]	src
method	ZipExtraField[]	src
method	int	length
var	ZipExtraField[]	cpy
var	ZipExtraField[]	zipExtraFields
var	ZipExtraField[]	allExtraFieldsNoCopy
method	ZipExtraField	ze
var	ZipExtraField[]	zipExtraFields
method	ZipExtraField	ze
var	ZipExtraField[]	copy
var	int	newLen
method	ZipShort	type
var	List<ZipExtraField>	newResult
var	ZipExtraField	extraField
method	ZipShort	type
var	ZipExtraField	extraField
method	byte[]	extra
var	ZipExtraField[]	local
method	byte[]	b
var	ZipExtraField[]	central
var	byte[]	extra
method	long	size
method	String	name
method	long	size
method	String	name
method	byte[]	rawName
var	byte[]	b
method	GeneralPurposeBit	b
method	ZipExtraField[]	f
method	boolean	local
var	ZipExtraField	existing
var	byte[]	b
var	byte[]	b
var	ZipExtraField	element
method	Object	obj
var	ZipEntry	other
var	String	myName
var	String	otherName
var	String	myComment
var	String	otherComment
method	byte[]	data
method	int	offset
method	int	length
file	int	HASH_SIZE
file	int	NIBLET_MASK
file	int	BYTE_SHIFT
file	int	POS_0
file	int	POS_1
file	int	POS_2
file	int	POS_3
file	List<ZipEntry>	entries
file	Map<String, LinkedList<ZipEntry>>	nameMap
file	long	headerOffset
file	long	dataOffset
file	String	encoding
file	ZipEncoding	zipEncoding
file	String	archiveName
file	RandomAccessFile	archive
file	boolean	useUnicodeExtraFields
file	boolean	closed
file	byte[]	DWORD_BUF
file	byte[]	WORD_BUF
file	byte[]	CFH_BUF
file	byte[]	SHORT_BUF
var	boolean	success
var	Map<ZipEntry, NameAndComment>	entriesWithoutUTF8Flag
method	ZipFile	zipfile
var	ZipEntry[]	allEntries
method	String	name
var	LinkedList<ZipEntry>	entriesOfThatName
method	String	name
var	List<ZipEntry>	entriesOfThatName
method	String	name
var	ZipEntry[]	entriesOfThatName
method	ZipEntry	ze
method	ZipEntry	ze
var	OffsetEntry	offsetEntry
var	long	start
var	BoundedInputStream	bis
var	Inflater	inflater
file	int	CFH_LEN
file	long	CFH_SIG
var	HashMap<ZipEntry, NameAndComment>	noUTF8Flag
var	long	sig
method	Map<ZipEntry, NameAndComment>	noUTF8Flag
var	int	off
var	OffsetEntry	offset
var	Entry	ze
var	int	versionMadeBy
var	GeneralPurposeBit	gpFlag
var	boolean	hasUTF8Flag
var	ZipEncoding	entryEncoding
var	long	time
var	int	fileNameLen
var	int	extraLen
var	int	commentLen
var	int	diskStart
var	byte[]	fileName
var	byte[]	cdExtraData
var	byte[]	comment
method	ZipEntry	ze
method	OffsetEntry	offset
method	int	diskStart
var	Zip64ExtendedInformationExtraField	z64
var	boolean	hasUncompressedSize
var	boolean	hasCompressedSize
var	boolean	hasRelativeHeaderOffset
file	int	MIN_EOCD_SIZE
file	int	MAX_EOCD_SIZE
file	int	CFD_LOCATOR_OFFSET
file	int	ZIP64_EOCDL_LENGTH
file	int	ZIP64_EOCDL_LOCATOR_OFFSET
file	int	ZIP64_EOCD_CFD_LOCATOR_OFFSET
var	boolean	found
var	boolean	searchedForZip64EOCD
var	boolean	found
method	long	minDistanceFromEnd
method	long	maxDistanceFromEnd
method	byte[]	sig
var	boolean	found
var	long	off
var	long	stopSearching
var	int	curr
method	int	count
var	int	totalSkipped
var	int	skippedNow
file	long	LFH_OFFSET_FOR_FILENAME_LENGTH
method	Map<ZipEntry, NameAndComment>	entriesWithoutUTF8Flag
var	Entry	ze
var	OffsetEntry	offsetEntry
var	long	offset
var	int	fileNameLen
var	int	extraFieldLen
var	int	lenToSkip
var	int	skipped
var	byte[]	localExtraData
var	NameAndComment	nc
var	String	name
var	LinkedList<ZipEntry>	entriesOfThatName
var	Iterator<ZipEntry>	it
file	long	remaining
file	long	loc
file	boolean	addDummyByte
method	byte[]	b
method	int	off
method	int	len
var	int	ret
file	byte[]	name
file	byte[]	comment
file	Comparator<ZipEntry>	OFFSET_COMPARATOR
method	ZipEntry	e1
method	ZipEntry	e2
var	Entry	ent1
var	Entry	ent2
var	long	val
file	OffsetEntry	offsetEntry
method	Object	other
var	Entry	otherEntry
file	int	BYTE_1
file	int	BYTE_1_MASK
file	int	BYTE_1_SHIFT
file	int	BYTE_2
file	int	BYTE_2_MASK
file	int	BYTE_2_SHIFT
file	int	BYTE_3
file	long	BYTE_3_MASK
file	int	BYTE_3_SHIFT
file	long	value
file	ZipLong	CFH_SIG
file	ZipLong	LFH_SIG
file	ZipLong	DD_SIG
file	ZipLong	ZIP64_MAGIC
method	long	value
var	byte[]	result
method	long	value
method	byte[]	buf
method	int	offset
method	byte[]	buf
method	int	offset
method	byte[]	bytes
method	int	offset
var	long	value
method	byte[]	bytes
method	Object	o
file	int	BUFFER_SIZE
file	int	LFH_SIG_OFFSET
file	int	LFH_VERSION_NEEDED_OFFSET
file	int	LFH_GPB_OFFSET
file	int	LFH_METHOD_OFFSET
file	int	LFH_TIME_OFFSET
file	int	LFH_CRC_OFFSET
file	int	LFH_COMPRESSED_SIZE_OFFSET
file	int	LFH_ORIGINAL_SIZE_OFFSET
file	int	LFH_FILENAME_LENGTH_OFFSET
file	int	LFH_EXTRA_LENGTH_OFFSET
file	int	LFH_FILENAME_OFFSET
file	int	CFH_SIG_OFFSET
file	int	CFH_VERSION_MADE_BY_OFFSET
file	int	CFH_VERSION_NEEDED_OFFSET
file	int	CFH_GPB_OFFSET
file	int	CFH_METHOD_OFFSET
file	int	CFH_TIME_OFFSET
file	int	CFH_CRC_OFFSET
file	int	CFH_COMPRESSED_SIZE_OFFSET
file	int	CFH_ORIGINAL_SIZE_OFFSET
file	int	CFH_FILENAME_LENGTH_OFFSET
file	int	CFH_EXTRA_LENGTH_OFFSET
file	int	CFH_COMMENT_LENGTH_OFFSET
file	int	CFH_DISK_NUMBER_OFFSET
file	int	CFH_INTERNAL_ATTRIBUTES_OFFSET
file	int	CFH_EXTERNAL_ATTRIBUTES_OFFSET
file	int	CFH_LFH_OFFSET
file	int	CFH_FILENAME_OFFSET
file	boolean	finished
file	int	DEFLATER_BLOCK_SIZE
file	int	DEFLATED
file	int	DEFAULT_COMPRESSION
file	int	STORED
file	String	DEFAULT_ENCODING
file	int	EFS_FLAG
file	byte[]	EMPTY
file	CurrentEntry	entry
file	String	comment
file	int	level
file	boolean	hasCompressionLevelChanged
file	int	method
file	List<ZipEntry>	entries
file	CRC32	crc
file	long	written
file	long	cdOffset
file	long	cdLength
file	byte[]	ZERO
file	byte[]	LZERO
file	byte[]	ONE
file	Map<ZipEntry, Long>	offsets
file	String	encoding
file	ZipEncoding	zipEncoding
file	Deflater	def
file	byte[]	buf
file	RandomAccessFile	raf
file	boolean	useUTF8Flag
file	boolean	fallbackToUTF8
file	UnicodeExtraFieldPolicy	createUnicodeExtraFields
file	boolean	hasUsedZip64
file	Zip64Mode	zip64Mode
file	Calendar	calendarInstance
var	RandomAccessFile	_raf
method	String	encoding
method	boolean	b
method	UnicodeExtraFieldPolicy	b
method	boolean	b
method	Zip64Mode	mode
var	int	NUM_PER_WRITE
var	ByteArrayOutputStream	byteArrayOutputStream
var	int	count
var	ZipEntry	ze
var	Zip64Mode	effectiveMode
var	long	bytesWritten
var	long	realCrc
var	boolean	actuallyNeedsZip64
method	boolean	actuallyNeedsZip64
method	long	bytesWritten
method	long	crc
method	Zip64Mode	effectiveMode
method	Zip64Mode	effectiveMode
var	boolean	actuallyNeedsZip64
method	ZipEntry	entry1
method	Zip64Mode	requestedMode
method	ZipEntry	zipArchiveEntry
method	boolean	actuallyNeedsZip64
var	long	save
method	ZipEntry	archiveEntry
var	Zip64Mode	effectiveMode
var	Zip64ExtendedInformationExtraField	z64
